"id","group","fc","log10_exp","log10_IGAP"
"GABRA2","2",-1.10088261884123,0.867548993403288,0
"NSF","1",-1.39947071988799,2.39587067893565,0
"PCDH8","1",-1.80584636111666,3.69975716068433,0
"CTTN","2",-1.09321572214588,0.952039852227642,0
"ABI1","2",-1.07788013544415,0.517657206408356,0
"GABRA1","1",-1.26876622945172,1.78434851634129,0
"APC","2",-1.03166310179005,0.0471622279960987,0
"GRIN2A","1",-1.45711295702609,3.31276897610199,0
"GRIA2","1",-1.19719113964504,1.83142298253439,0
"FUS","1",-1.11563356803219,1.69890653784398,0
"X","2",1,0,0
"CTNNB1","2",-1.07293230882018,0.516377699883236,0
"APP","1",-1.24475266107664,2.06787792916607,0
"SYT1","1",-1.16453884138495,1.63053840064871,0
"CAMK2A","1",-1.22648617893951,2.00593888178826,0
"SNAP25","1",-1.43686315794111,2.42978036022592,0
"STXBP1","1",-1.42272111525435,3.19960168402265,0
"GRIN2B","2",1,0,0
"SNCB","1",-1.36738261058494,3.27446805284598,0
"CAMK2B","2",-1.14414010841374,1.25769205537499,0
"DNM1","1",-1.35368063215817,3.04095949976139,0
"SNCA","1",-1.3024058811213,2.65942279193836,0
"OPCML","1",-1.2860355596319,1.92047563727173,0
"SLC1A2","2",-1.0454981996786,0.0165243044738847,0
"HNRNPK","2",-1.05899151938655,0.277933449988728,0
"SH3GL2","1",-1.33397653995728,1.83222871273661,0
"NLGN1","2",-1.07098168606938,0.66170468539622,0
"AMPH","1",-1.31672385001858,2.10653386467495,0
"PJA2","1",-1.2198638821583,1.6863266240941,0
"HTR2A","1",-1.33741863644365,2.20286012264626,0
"CYFIP2","1",-1.13306213258321,2.3432384626867,0
"NRXN1","1",-1.1907883789636,1.87605880964009,2.5162045197858
"NRXN3","1",-1.35535558342866,4.2180041744513,0
"DLGAP1","1",-1.32998032101293,2.62839749910082,0
"ANK2","2",-1.08088359451316,0.51119559027637,0
"KCNA1","2",1.09745678015035,0.396580840651356,0
"WDR7","2",-1.17459071659006,1.10647733649646,0
"CYFIP1","2",1,0,0
"PRKCG","1",-1.58345441543204,5.32561633449342,0
"DLG1","2",1.00212091612948,1.24205377692081e-13,0
"NRCAM","2",-1.15731772280243,1.20159027081227,0
"FXR1","2",-1.02407281830312,0.0492931988930928,0
"GRIA3","1",-1.25683630037254,2.37204790589274,0
"RTN4","2",-1.15532979551441,1.18991646776134,0
"MARCKS","2",1,0,0
"MAGI2","1",-1.10589410327567,1.54566801489274,0
"GLRB","1",-1.29225013721988,1.49429343860153,0
"DLG2","2",-1.0986078332612,1.08042000936415,2.18255759879673
"ADAM10","2",1.04479885291768,0.2170197327049,0
"PPP3CA","1",-1.13758559846989,1.73533825674984,0
"CPE","2",-1.01083225630646,1.24205377692081e-13,0
"KIF5A","1",1.16731352268755,2.05478183224803,0
"SPTBN1","2",-1.03187367393609,0.325825318480817,0
"MYH10","1",-1.2495891903039,4.46053191742707,0
"MPDZ","2",-1.03270271029054,0.0814083004275051,0
"ATP6V0D1","1",-1.23820664515662,2.50252200381491,0
"VDAC2","1",-1.17884291975862,1.81769162365642,0
"TRIM9","1",-1.32271937538625,3.25127094700557,0
"MAP1B","1",-1.26503772197735,1.53538072552874,0
"RAPGEF4","2",-1.1141259304289,0.421483034295159,0
"GABRB1","1",-1.45602932229717,2.34930838495917,0
"GABRB3","1",-1.22807653546392,1.60072385099689,0
"CLSTN1","1",-1.19699460862576,2.99245103236085,0
"GABRG2","1",-1.49571915600472,2.43001287138289,0
"BSN","1",-1.24664017184837,2.11910317033461,0
"GAP43","1",-1.37846399708352,4.1624449270982,0
"USP14","1",-1.14640834034139,1.81986212381852,0
"ATP2B2","1",-1.28815575457971,2.79470644555116,0
"GABRA4","2",-1.21730512022485,1.26861054051022,0
"CDH8","1",-1.30627372101097,3.33323372001385,0
"AGRN","1",-1.15089974559596,1.74853317531757,0
"LRP6","2",1.06515560640083,0.564387519616282,0
"STX1B","1",-1.33233620433764,3.30345117927807,0
"GRM5","1",-1.1955851461011,1.33708916232892,0
"AAK1","2",-1.28293579854246,0.69228687523896,0
"OLFM1","1",-1.27805096544105,3.60319617523685,0
"SPG20","2",-1.00139439320276,1.24205377692081e-13,0
"VPS35","1",-1.22612583884208,2.94955266095664,0
"CDK5R1","1",-1.21596738146306,1.82726814354251,0
"ANKS1B","1",-1.17927468297952,2.7369919448637,0
"CPLX2","1",-1.23235294801106,2.68178902640701,0
"DCLK1","1",-1.37732184827721,2.43892769600865,0
"AKAP1","2",-1.04486807286013,0.417107505017798,0
"PACSIN1","1",-1.35070788963979,3.89507386971803,0
"SYT7","1",-1.21893215057601,2.08000895264271,0
"NLGN3","2",1.00426802405792,1.24205377692081e-13,0
"TANC1","1",1.15060229350855,2.01727633931762,0
"KCNA2","2",-1.00754716371525,1.24205377692081e-13,0
"DMXL2","1",-1.23643079859938,2.05916070677309,0
"SDC2","2",1.06817317321048,0.192091687036681,2.39967412971804
"LIN7C","2",-1.01931502760426,0.0105988221975988,0
"ENAH","1",1.12761610542192,1.89365676359551,0
"RAPGEF2","2",-1.12080737682487,0.601106004776996,0
"DNM3","2",-1.15066163467039,1.19534579698012,0
"PKP4","2",1.07369304190377,1.01440560532607,0
"NCOA2","2",-1.05841420640018,0.313891803009431,0
"CCK","1",-1.37870691132344,2.60934436668495,0
"MAPK8IP2","1",-1.17648565666739,2.29697312953063,0
"SV2B","1",-1.28169274014827,2.1498853733907,0
"ATP2A2","1",-1.27406924087738,3.08053976707843,0
"KCNB1","1",-1.22878957662334,2.34293919208962,0
"SCAMP1","2",-1.11232451580748,0.61142827362911,0
"CAMK2N1","1",-1.10420968688164,1.55618267647672,0
"PFN2","1",-1.30235633350622,3.45119513010788,0
"SYNE1","1",-1.13177241429535,2.08376803749736,0
"ATP1A3","1",-1.40227841583378,2.47454331300785,0
"CACNA1B","1",-1.31994720261543,2.48474862219331,0
"PCLO","2",-1.12523584387033,0.544928501455266,0
"CLSTN2","1",-1.21079628856126,1.49418935775066,0
"LGI1","2",-1.00635426943147,1.24205377692081e-13,0
"CACNA1C","1",-1.16912816333747,2.10420556029118,0
"STXBP5","1",-1.24880310337083,2.0456741995421,0
"CPEB4","2",1.05340902818636,0.252216149096647,0
