"Entity.1","Entity.2","source","target"
"CCR2","CCL8",0,114
"CCR2","CCL13",0,115
"CCR2","CCL16",0,116
"CCR2","CCL7",0,117
"CCR2","CCL2",0,51
"CCR3","CCL15",1,118
"CCR3","CCL26",1,119
"CCR3","CCL24",1,120
"CCR3","CXCL11",1,121
"CCR3","CCL3",1,122
"CCR3","CCL13",1,115
"CCR3","CXCL10",1,123
"CCR3","CCL7",1,117
"CCR3","CXCL9",1,124
"CCR3","CCL11",1,125
"CCR3","CCL4",1,53
"CXCR3","CXCL11",2,121
"CXCR3","CCL13",2,115
"CXCR3","CXCL10",2,123
"CXCR3","CCL7",2,117
"CXCR3","CXCL9",2,124
"CXCR3","CCL11",2,125
"CCL5","CCR3",3,1
"CCL5","CXCR3",3,2
"CCR4","CCL22",4,126
"CCR4","CCL17",4,127
"CCR4","CXCL12",4,52
"CCR8","CCL17",5,127
"CCR8","CCL1",5,128
"CCR8","CCL16",5,116
"CXCR1","CXCL5",6,129
"CXCR1","PPBP",6,130
"CXCR1","CXCL1",6,131
"CXCR1","IL8",6,54
"CXCR2","CXCL3",7,132
"CXCR2","CXCL5",7,129
"CXCR2","PPBP",7,130
"CXCR2","CXCL2",7,133
"CXCR2","CXCL1",7,131
"CXCR2","IL8",7,54
"CXCR5","CCL3",8,122
"CXCR5","CXCL13",8,134
"CXCR5","CCL16",8,116
"CXCR5","CCL4",8,53
"CXCR5","CCL5",8,3
"CCR6","CCL20",9,135
"CCR7","CCL21",10,46
"CCR7","CCL19",10,48
"CCR1","CCL15",11,118
"CCR1","CCL14",11,136
"CCR1","CCL8",11,114
"CCR1","CCL3",11,122
"CCR1","CCL1",11,128
"CCR1","CCL16",11,116
"CCR1","CCL7",11,117
"CCR1","CCL2",11,51
"CCR1","CCL4",11,53
"CCR1","CCL5",11,3
"CCR9","CCL25",12,137
"CX3CR1","CX3CL1",13,138
"CCR5","CCL8",14,114
"CCR5","CCL3",14,122
"CCR5","CCL13",14,115
"CCR5","CCL7",14,117
"CCR5","CCL11",14,125
"CCR5","CCL2",14,51
"CCR5","CCL4",14,53
"CCR5","CCL5",14,3
"CXCR4","CCR5",15,14
"GNB3","GNG3",16,139
"GNB3","GNG7",16,140
"GNB3","GNG2",16,141
"GNB3","GNG4",16,142
"GNB3","GNG5",16,143
"GNGT1","GNB4",17,57
"GNGT1","GNB3",17,16
"GNGT1","GNB5",17,59
"ELMO1","DOCK2",18,144
"GNB2","GNG3",19,139
"GNB2","GNG7",19,140
"GNB2","GNG2",19,141
"GNB2","GNG4",19,142
"GNB2","GNG5",19,143
"GNB2","GNGT1",19,17
"PRKCB","PIK3CG",20,72
"RAC2","DOCK2",21,144
"NFKBIB","IKBKB",22,70
"GNAI2","ADCY2",23,45
"GNAI2","GNG2",23,141
"CHUK","GRK5",24,111
"CHUK","IKBKB",24,70
"CHUK","NFKBIB",24,22
"NRAS","BRAF",25,145
"NRAS","JAK2",25,88
"MAP2K1","BRAF",26,145
"RAF1","BRAF",27,145
"RAF1","KRAS",27,73
"RAF1","GNB2",27,19
"RAF1","JAK2",27,88
"RAF1","NRAS",27,25
"RAF1","MAP2K1",27,26
"PIK3R1","PIK3CD",28,60
"PIK3R1","PIK3CB",28,68
"RAP1A","RAF1",29,27
"GRB2","SOS1",30,71
"GRB2","SHC1",30,96
"NFKBIA","GRK5",31,111
"NFKBIA","IKBKB",31,70
"NFKBIA","ADRBK1",31,76
"NFKBIA","NFKBIB",31,22
"NFKBIA","CHUK",31,24
"IKBKG","IKBKB",32,70
"IKBKG","NFKBIB",32,22
"IKBKG","CHUK",32,24
"IKBKG","NFKBIA",32,31
"RELA","NFKBIB",33,22
"RELA","CHUK",33,24
"RELA","NFKBIA",33,31
"HRAS","BRAF",34,145
"HRAS","SOS1",34,71
"HRAS","PIK3CA",34,91
"HRAS","RAF1",34,27
"AKT1","GSK3B",35,99
"MAPK1","SHC1",36,96
"RAC1","PLCB2",37,146
"RAC1","TIAM1",37,147
"RAC1","VAV1",37,90
"RAC1","PAK1",37,93
"CDC42","WAS",38,83
"CDC42","PAK1",38,93
"GNB1","GNG3",39,139
"GNB1","GNG7",39,140
"GNB1","GNG2",39,141
"GNB1","GNG4",39,142
"GNB1","GNG5",39,143
"GNB1","GNGT1",39,17
"GNB1","GNAI2",39,23
"NFKB1","NFKBIB",40,22
"NFKB1","CHUK",40,24
"NFKB1","NFKBIA",40,31
"NFKB1","IKBKG",40,32
"NFKB1","RELA",40,33
"ARRB2","CCR7",41,10
"ARRB2","AKT2",41,62
"ARRB2","AKT1",41,35
"PIK3R6","PIK3CG",42,72
"ACKR4","CCL8",43,114
"ACKR4","CCL13",43,115
"ACKR4","CXCL13",43,134
"ACKR4","CCL7",43,117
"ACKR4","CCL21",43,46
"ACKR4","CCL25",43,137
"ACKR4","CCL19",43,48
"ACKR4","CCL2",43,51
"ACKR1","CXCL1",44,131
"ACKR1","IL8",44,54
"IKBKG","GRK4",32,148
"IKBKG","JAK3",32,63
"IKBKG","GNGT1",32,17
"IKBKG","ITK",32,149
"IKBKG","PRKCB",32,20
"IKBKG","JAK2",32,88
"AKT1","IKBKG",35,32
"ADCY2","ADCY5",45,150
"CCL21","CXCL13",46,134
"ADCY1","ADCY2",47,45
"CCL19","CCL22",48,126
"CCL19","CXCL13",48,134
"CCR10","CCL28",49,151
"CCR10","CCL27",49,152
"CCR10","CXCL13",49,134
"CCR10","CCL7",49,117
"CCR10","CCL21",49,46
"CCR10","CCL25",49,137
"CCR10","CCL19",49,48
"XCR1","XCL2",50,153
"XCR1","XCL1",50,154
"CCL2","CCR10",51,49
"CXCL12","PF4",52,155
"CCL4","CCL3",53,122
"CCR2","CCL8",0,114
"CCR2","CCL13",0,115
"CCR2","CCL16",0,116
"CCR2","CCL7",0,117
"CCR2","CCL11",0,125
"CCR2","CCL2",0,51
"IL8","PF4",54,155
"IL8","CCL4",54,53
"CCR3","CCL3L1",1,156
"CCR3","CCL15",1,118
"CCR3","CCL26",1,119
"CCR3","CCL28",1,151
"CCR3","CCL14",1,136
"CCR3","CCL24",1,120
"CCR3","CXCL11",1,121
"CCR3","CCL8",1,114
"CCR3","CCL3",1,122
"CCR3","CCL13",1,115
"CCR3","CXCL10",1,123
"CCR3","CCL7",1,117
"CCR3","CXCL9",1,124
"CCR3","CCL11",1,125
"CCR3","CCL2",1,51
"CCR3","CCL4",1,53
"CXCR3","CXCL11",2,121
"CXCR3","CCL13",2,115
"CXCR3","CXCL10",2,123
"CXCR3","CXCL13",2,134
"CXCR3","PF4",2,155
"CXCR3","CCL7",2,117
"CXCR3","CXCL9",2,124
"CXCR3","CCL11",2,125
"CCL5","PF4",3,155
"CCL5","IL8",3,54
"CCL5","CCR3",3,1
"CCL5","CXCR3",3,2
"CCR4","CCL22",4,126
"CCR4","CCL17",4,127
"CCR4","CCL3",4,122
"CCR4","CXCL12",4,52
"CCR4","CCL5",4,3
"CCR8","CCL17",5,127
"CCR8","CCL1",5,128
"CCR8","CCL16",5,116
"CCR8","CCL4",5,53
"CXCR6","CXCL16",55,157
"CXCR1","CXCL3",6,132
"CXCR1","CXCL5",6,129
"CXCR1","PPBP",6,130
"CXCR1","CXCL2",6,133
"CXCR1","CXCL6",6,158
"CXCR1","CXCL1",6,131
"CXCR1","IL8",6,54
"CXCR2","CXCL3",7,132
"CXCR2","CXCL5",7,129
"CXCR2","PPBP",7,130
"CXCR2","CXCL2",7,133
"CXCR2","CXCL6",7,158
"CXCR2","CXCL1",7,131
"CXCR2","IL8",7,54
"CXCR2","CXCR1",7,6
"CXCR5","CCL3",8,122
"CXCR5","GNG8",8,159
"CXCR5","CXCL13",8,134
"CXCR5","CCL16",8,116
"CXCR5","CCL4",8,53
"CXCR5","CCL5",8,3
"CCR6","CCL20",9,135
"CCR7","CCL21",10,46
"CCR7","CCL19",10,48
"CCR7","CCR10",10,49
"CCR1","CCL3L1",11,156
"CCR1","CCL15",11,118
"CCR1","CCL26",11,119
"CCR1","CCL14",11,136
"CCR1","CCL23",11,160
"CCR1","CCL8",11,114
"CCR1","CCL3",11,122
"CCR1","CCL1",11,128
"CCR1","CCL16",11,116
"CCR1","CCL7",11,117
"CCR1","CCL2",11,51
"CCR1","CCL4",11,53
"CCR1","CCL5",11,3
"CCR9","CCL25",12,137
"CX3CR1","CX3CL1",13,138
"CCR5","CCL3L1",14,156
"CCR5","CCL14",14,136
"CCR5","CCL8",14,114
"CCR5","CCL3",14,122
"CCR5","CCL13",14,115
"CCR5","CCL16",14,116
"CCR5","CCL7",14,117
"CCR5","CCL11",14,125
"CCR5","CCL2",14,51
"CCR5","CCL4",14,53
"CCR5","CCR2",14,0
"CCR5","CCL5",14,3
"ADRBK2","CCR4",56,4
"ADRBK2","CCR5",56,14
"GNB4","GNG8",57,159
"GNB4","GNGT2",57,161
"GNB4","GNG13",57,162
"GNB4","GNG3",57,139
"GNB4","GNG7",57,140
"GNB4","GNG2",57,141
"GNB4","GNG4",57,142
"GNB4","GNG11",57,163
"GNB4","GNG5",57,143
"GNB4","GNG10",57,164
"GNB4","GNG12",57,165
"CXCR4","CXCL14",15,166
"CXCR4","CXCL12",15,52
"CXCR4","CXCR5",15,8
"CXCR4","CCR5",15,14
"CXCR4","ADRBK2",15,56
"PIK3R2","CCR5",58,14
"GNB3","GNG8",16,159
"GNB3","GNGT2",16,161
"GNB3","GNG13",16,162
"GNB3","GNG3",16,139
"GNB3","GNG7",16,140
"GNB3","GNG2",16,141
"GNB3","GNG4",16,142
"GNB3","GNG11",16,163
"GNB3","GNG5",16,143
"GNB3","GNG10",16,164
"GNB3","GNG12",16,165
"GNB3","CXCR5",16,8
"GNB5","GNG13",59,162
"GNB5","GNG3",59,139
"GNB5","GNG7",59,140
"GNB5","GNG2",59,141
"GNB5","GNG4",59,142
"GNB5","GNG5",59,143
"PIK3CD","PIK3R2",60,58
"STAT2","CXCR4",61,15
"AKT2","PREX1",62,167
"JAK3","CXCR4",63,15
"ARRB1","GNG2",64,141
"ARRB1","CXCR2",64,7
"ARRB1","CCR5",64,14
"GNGT1","GNB4",17,57
"GNGT1","GNB3",17,16
"GNGT1","GNB5",17,59
"STAT5B","CCR5",65,14
"STAT5B","CXCR4",65,15
"STAT5B","JAK3",65,63
"ELMO1","DOCK2",18,144
"PARD3","TIAM2",66,168
"PARD3","PLCB1",66,169
"PARD3","TIAM1",66,147
"PLCB3","PARD3",67,66
"PIK3CB","PIK3R2",68,58
"PTK2","CCR5",69,14
"PTK2","CXCR4",69,15
"PTK2","BCAR1",69,170
"IKBKB","FOXO3",70,171
"SOS1","PIK3R2",71,58
"PIK3CG","PIK3R5",72,113
"PIK3CG","PIK3CD",72,60
"KRAS","RASGRP2",73,172
"KRAS","PIK3CG",73,72
"GNB2","ADCY5",19,150
"GNB2","GNG8",19,159
"GNB2","GNGT2",19,161
"GNB2","GNG13",19,162
"GNB2","GNG3",19,139
"GNB2","GNG7",19,140
"GNB2","GNG2",19,141
"GNB2","GNG4",19,142
"GNB2","GNG5",19,143
"GNB2","GNG10",19,164
"GNB2","GNG12",19,165
"GNB2","GNGT1",19,17
"GNB2","ELMO1",19,18
"FGR","CCR3",74,1
"FGR","ARRB1",74,64
"FGR","PTK2",74,69
"ROCK1","PTK2",75,69
"ROCK1","IKBKB",75,70
"ADRBK1","CCR4",76,4
"ADRBK1","CCR5",76,14
"ADRBK1","ARRB1",76,64
"ADRBK1","PIK3CG",76,72
"PRKCB","TIAM1",20,147
"PRKCB","NCF1",20,173
"PRKCB","IKBKB",20,70
"PRKCB","PIK3CG",20,72
"PRKCB","ADRBK1",20,76
"PTK2B","CCR5",77,14
"PTK2B","BCAR1",77,170
"PTK2B","JAK3",77,63
"PTK2B","PTK2",77,69
"PTK2B","SOS1",77,71
"CRKL","PIK3R2",78,58
"CRKL","SOS2",78,174
"CRKL","DOCK2",78,144
"CRKL","BCAR1",78,170
"CRKL","STAT5B",78,65
"CRKL","PTK2",78,69
"CRKL","SOS1",78,71
"GNAI1","ADCY5",79,150
"GNAI1","GNG2",79,141
"GNAI1","GNB4",79,57
"GNAI1","NCF1",79,173
"GNAI1","GNB2",79,19
"HCK","CCR3",80,1
"HCK","PIK3R2",80,58
"HCK","BCAR1",80,170
"HCK","ARRB1",80,64
"HCK","ELMO1",80,18
"HCK","PIK3CB",80,68
"HCK","SOS1",80,71
"HCK","CRKL",80,78
"RAC2","DOCK2",21,144
"GSK3A","PRKCB",81,20
"PXN","BCAR1",82,170
"PXN","PTK2",82,69
"PXN","PTK2B",82,77
"PXN","CRKL",82,78
"PXN","GSK3A",82,81
"NFKBIB","IKBKB",22,70
"WAS","ITK",83,149
"WAS","FGR",83,74
"WAS","CRKL",83,78
"WAS","HCK",83,80
"WAS","RAC2",83,21
"PRKCD","TIAM1",84,147
"PRKCD","NCF1",84,173
"PRKCD","PIK3CB",84,68
"PRKCD","IKBKB",84,70
"PRKCD","PTK2B",84,77
"PRKCD","GSK3A",84,81
"PRKCZ","ADCY5",85,150
"PRKCZ","AKT3",85,175
"PRKCZ","TIAM1",85,147
"PRKCZ","AKT2",85,62
"PRKCZ","NCF1",85,173
"PRKCZ","PARD3",85,66
"PRKCZ","IKBKB",85,70
"PRKCZ","GSK3A",85,81
"PRKACA","ADCY5",86,150
"PRKACA","BRAF",86,145
"PRKACA","ADRBK1",86,76
"PRKACA","GSK3A",86,81
"PRKACA","NFKBIB",86,22
"PRKACA","RAP1B",86,176
"GNAI3","CXCR2",87,7
"GNAI3","CCR5",87,14
"GNAI3","GNB4",87,57
"GNAI3","GNB3",87,16
"GNAI3","GNB2",87,19
"JAK2","CCR2",88,0
"JAK2","CCR5",88,14
"JAK2","CXCR4",88,15
"JAK2","STAT2",88,61
"JAK2","JAK3",88,63
"JAK2","STAT5B",88,65
"JAK2","PTK2",88,69
"JAK2","PTK2B",88,77
"GNAI2","ADCY2",23,45
"GNAI2","ADCY1",23,47
"GNAI2","GNG2",23,141
"GNAI2","IL8",23,54
"GNAI2","CXCR1",23,6
"GNAI2","CXCR2",23,7
"GNAI2","CXCR5",23,8
"GNAI2","CCR5",23,14
"GNAI2","GNB4",23,57
"GNAI2","NCF1",23,173
"GNAI2","GNB2",23,19
"STAT1","CCR1",89,11
"STAT1","CCR5",89,14
"STAT1","CXCR4",89,15
"STAT1","STAT2",89,61
"STAT1","STAT5B",89,65
"STAT1","PTK2",89,69
"STAT1","GNB2",89,19
"STAT1","PRKCD",89,84
"STAT1","JAK2",89,88
"CHUK","AKT2",24,62
"CHUK","FOXO3",24,171
"CHUK","GRK5",24,111
"CHUK","IKBKB",24,70
"CHUK","PRKCB",24,20
"CHUK","NFKBIB",24,22
"CHUK","PRKCD",24,84
"NRAS","RASGRP2",25,172
"NRAS","BRAF",25,145
"NRAS","PIK3CG",25,72
"NRAS","JAK2",25,88
"VAV1","CXCR4",90,15
"VAV1","DOCK2",90,144
"VAV1","PTK2B",90,77
"VAV1","HCK",90,80
"VAV1","JAK2",90,88
"MAP2K1","BRAF",26,145
"MAP2K1","PRKCZ",26,85
"MAP2K1","VAV1",26,90
"PIK3CA","PIK3R3",91,177
"PIK3CA","KRAS",91,73
"PIK3CA","STAT1",91,89
"PIK3CA","NRAS",91,25
"CSK","ARRB1",92,64
"CSK","PARD3",92,66
"CSK","PTK2",92,69
"CSK","FGR",92,74
"CSK","HCK",92,80
"CSK","PXN",92,82
"CSK","PRKACA",92,86
"RAF1","GNG4",27,142
"RAF1","ADCY6",27,178
"RAF1","BRAF",27,145
"RAF1","KRAS",27,73
"RAF1","GNB2",27,19
"RAF1","CRKL",27,78
"RAF1","PRKCZ",27,85
"RAF1","PRKACA",27,86
"RAF1","JAK2",27,88
"RAF1","NRAS",27,25
"RAF1","VAV1",27,90
"RAF1","MAP2K1",27,26
"PAK1","NCF1",93,173
"PAK1","RAC2",93,21
"PAK1","PXN",93,82
"PAK1","MAP2K1",93,26
"PAK1","RAF1",93,27
"PIK3R1","VAV3",28,179
"PIK3R1","BCAR1",28,170
"PIK3R1","PIK3CD",28,60
"PIK3R1","JAK3",28,63
"PIK3R1","PIK3CB",28,68
"PIK3R1","PTK2",28,69
"PIK3R1","PTK2B",28,77
"PIK3R1","CRKL",28,78
"PIK3R1","HCK",28,80
"PIK3R1","PXN",28,82
"PIK3R1","WAS",28,83
"PIK3R1","JAK2",28,88
"PIK3R1","VAV1",28,90
"PIK3R1","PIK3CA",28,91
"MAPK3","PLCB1",94,169
"MAPK3","ARRB1",94,64
"MAPK3","ADRBK1",94,76
"MAPK3","PXN",94,82
"MAPK3","PRKCZ",94,85
"MAPK3","MAP2K1",94,26
"MAPK3","RAF1",94,27
"RAP1A","RASGRP2",29,172
"RAP1A","BRAF",29,145
"RAP1A","PRKACA",29,86
"RAP1A","RAF1",29,27
"STAT3","CCR1",95,11
"STAT3","CCR5",95,14
"STAT3","CXCR4",95,15
"STAT3","STAT2",95,61
"STAT3","JAK3",95,63
"STAT3","STAT5B",95,65
"STAT3","PTK2",95,69
"STAT3","GNB2",95,19
"STAT3","FGR",95,74
"STAT3","PTK2B",95,77
"STAT3","HCK",95,80
"STAT3","PRKCD",95,84
"STAT3","PRKCZ",95,85
"STAT3","JAK2",95,88
"STAT3","STAT1",95,89
"STAT3","MAPK3",95,94
"SHC1","VAV3",96,179
"SHC1","PIK3R2",96,58
"SHC1","SOS2",96,174
"SHC1","STAT5B",96,65
"SHC1","PTK2",96,69
"SHC1","SOS1",96,71
"SHC1","PTK2B",96,77
"SHC1","CRKL",96,78
"SHC1","PRKCD",96,84
"SHC1","JAK2",96,88
"SHC1","VAV1",96,90
"SHC1","CSK",96,92
"SHC1","PAK1",96,93
"SHC1","PIK3R1",96,28
"CRK","BCAR1",97,170
"CRK","STAT5B",97,65
"CRK","PTK2",97,69
"CRK","SOS1",97,71
"CRK","PTK2B",97,77
"CRK","CRKL",97,78
"CRK","WASL",97,180
"CRK","PXN",97,82
"CRK","VAV1",97,90
"CRK","PIK3R1",97,28
"CRK","SHC1",97,96
"GRB2","CCL5",30,3
"GRB2","SHC4",30,181
"GRB2","SHC3",30,182
"GRB2","PIK3R3",30,177
"GRB2","VAV3",30,179
"GRB2","SHC2",30,183
"GRB2","PIK3R2",30,58
"GRB2","SOS2",30,174
"GRB2","BCAR1",30,170
"GRB2","PIK3CB",30,68
"GRB2","PTK2",30,69
"GRB2","VAV2",30,184
"GRB2","ITK",30,149
"GRB2","SOS1",30,71
"GRB2","PIK3CG",30,72
"GRB2","PTK2B",30,77
"GRB2","CRKL",30,78
"GRB2","WASL",30,180
"GRB2","PXN",30,82
"GRB2","WAS",30,83
"GRB2","JAK2",30,88
"GRB2","VAV1",30,90
"GRB2","CSK",30,92
"GRB2","PAK1",30,93
"GRB2","PIK3R1",30,28
"GRB2","SHC1",30,96
"GRB2","CRK",30,97
"NFKBIA","ARRB1",31,64
"NFKBIA","GRK5",31,111
"NFKBIA","IKBKB",31,70
"NFKBIA","ADRBK1",31,76
"NFKBIA","NFKBIB",31,22
"NFKBIA","PRKACA",31,86
"NFKBIA","STAT1",31,89
"NFKBIA","CHUK",31,24
"NFKBIA","PIK3R1",31,28
"IKBKG","IKBKB",32,70
"IKBKG","FGR",32,74
"IKBKG","NFKBIB",32,22
"IKBKG","CHUK",32,24
"IKBKG","NFKBIA",32,31
"LYN","PIK3R3",98,177
"LYN","BCAR1",98,170
"LYN","PTK2",98,69
"LYN","PIK3CG",98,72
"LYN","PRKCB",98,20
"LYN","PTK2B",98,77
"LYN","CRKL",98,78
"LYN","JAK2",98,88
"LYN","CSK",98,92
"LYN","PAK1",98,93
"LYN","MAPK3",98,94
"LYN","STAT3",98,95
"LYN","SHC1",98,96
"LYN","IKBKG",98,32
"RELA","IL8",33,54
"RELA","NCF1",33,173
"RELA","IKBKB",33,70
"RELA","NFKBIB",33,22
"RELA","PRKCZ",33,85
"RELA","PRKACA",33,86
"RELA","STAT1",33,89
"RELA","CHUK",33,24
"RELA","STAT3",33,95
"RELA","NFKBIA",33,31
"RELA","IKBKG",33,32
"HRAS","SOS2",34,174
"HRAS","PIK3CD",34,60
"HRAS","TIAM1",34,147
"HRAS","BRAF",34,145
"HRAS","SOS1",34,71
"HRAS","PIK3CG",34,72
"HRAS","PRKCZ",34,85
"HRAS","RAP1B",34,176
"HRAS","VAV1",34,90
"HRAS","MAP2K1",34,26
"HRAS","PIK3CA",34,91
"HRAS","RAF1",34,27
"HRAS","PIK3R1",34,28
"HRAS","GRB2",34,30
"GSK3B","AKT3",99,175
"GSK3B","AKT2",99,62
"GSK3B","ARRB1",99,64
"GSK3B","PTK2",99,69
"GSK3B","PRKCB",99,20
"GSK3B","PXN",99,82
"GSK3B","PRKCZ",99,85
"GSK3B","PRKACA",99,86
"GSK3B","PIK3R1",99,28
"GSK3B","IKBKG",99,32
"GSK3B","RELA",99,33
"AKT1","PREX1",35,167
"AKT1","BRAF",35,145
"AKT1","AKT2",35,62
"AKT1","NCF1",35,173
"AKT1","ARRB1",35,64
"AKT1","FOXO3",35,171
"AKT1","IKBKB",35,70
"AKT1","GSK3A",35,81
"AKT1","PRKCZ",35,85
"AKT1","STAT1",35,89
"AKT1","CHUK",35,24
"AKT1","PIK3CA",35,91
"AKT1","CSK",35,92
"AKT1","RAF1",35,27
"AKT1","PAK1",35,93
"AKT1","PIK3R1",35,28
"AKT1","GSK3B",35,99
"MAPK1","PLCB1",36,169
"MAPK1","BRAF",36,145
"MAPK1","ARRB1",36,64
"MAPK1","STAT5B",36,65
"MAPK1","FOXO3",36,171
"MAPK1","SOS1",36,71
"MAPK1","KRAS",36,73
"MAPK1","CRKL",36,78
"MAPK1","PXN",36,82
"MAPK1","PRKCZ",36,85
"MAPK1","VAV1",36,90
"MAPK1","MAP2K1",36,26
"MAPK1","RAF1",36,27
"MAPK1","PAK1",36,93
"MAPK1","MAPK3",36,94
"MAPK1","STAT3",36,95
"MAPK1","SHC1",36,96
"MAPK1","GRB2",36,30
"MAPK1","GSK3B",36,99
"RAC1","VAV3",37,179
"RAC1","PLCB2",37,146
"RAC1","DOCK2",37,144
"RAC1","TIAM1",37,147
"RAC1","NCF1",37,173
"RAC1","VAV2",37,184
"RAC1","WAS",37,83
"RAC1","STAT1",37,89
"RAC1","VAV1",37,90
"RAC1","PAK1",37,93
"RAC1","PIK3R1",37,28
"RAC1","STAT3",37,95
"RAC1","AKT1",37,35
"CDC42","BCAR1",38,170
"CDC42","PARD3",38,66
"CDC42","ROCK1",38,75
"CDC42","WASL",38,180
"CDC42","RAC2",38,21
"CDC42","WAS",38,83
"CDC42","PRKCZ",38,85
"CDC42","VAV1",38,90
"CDC42","PAK1",38,93
"CDC42","PIK3R1",38,28
"CDC42","RAC1",38,37
"RHOA","VAV3",100,179
"RHOA","ROCK2",100,185
"RHOA","VAV2",100,184
"RHOA","ROCK1",100,75
